ostta	atha
ostta07g04620	AT5G06460
ostta07g04640	AT1G55920
ostta07g04660	AT5G08420
ostta07g04670	AT1G64970
ostta07g04700	AT5G02860
ostta07g04720	AT3G04650
ostta07g04730	AT3G26070
ostta07g04740	AT1G54110
ostta07g04750	AT1G48050
ostta08g00010	AT2G14720
ostta08g00050	AT2G22780
ostta08g00060	AT5G47840
ostta08g00070	AT2G26830
ostta08g00110	AT1G77090
ostta08g00140	AT3G07950
ostta08g00150	AT4G04770
ostta08g00160	AT3G48260
ostta08g00170	AT1G65700
ostta08g00190	AT4G32320
ostta08g00200	AT5G10980
ostta08g00210	AT1G54290
ostta08g00220	AT5G42760
ostta08g00230	AT3G61320
ostta08g00240	AT1G20720
ostta08g00250	AT3G22290
ostta08g00260	AT4G20760
ostta08g00270	AT1G64680
ostta08g00300	AT5G22830
ostta08g00310	AT4G37210
ostta08g00330	AT5G63870
ostta08g00340	AT1G74530
ostta08g00350	AT1G64550
ostta08g00390	AT4G23160
ostta08g00410	AT4G20980
ostta08g00420	AT2G39090
ostta08g00440	AT1G79440
ostta08g00450	AT5G36120
ostta08g00460	AT3G18040
ostta08g00470	AT4G11600
ostta08g00480	AT1G56110
ostta08g00490	AT1G49540
ostta08g00510	AT1G07960
ostta08g00520	AT1G05640
ostta08g00540	AT5G15270
ostta08g00550	AT5G42320
ostta08g00560	AT3G27060
ostta08g00570	AT5G56670
ostta08g00580	AT1G80620
ostta08g00590	AT2G26840
ostta08g00620	AT2G01090
ostta08g00630	AT1G04630
ostta08g00640	AT4G27040
ostta08g00650	AT5G62950
ostta08g00660	AT2G47330
ostta08g00700	AT3G48330
ostta08g00710	AT5G67100
ostta08g00720	AT1G59840
ostta08g00730	AT5G65687
ostta08g00740	AT4G21520
ostta08g00755	AT1G78300
ostta08g00770	AT5G10700
ostta08g00780	AT4G24810
ostta08g00800	AT3G06530
ostta08g00820	AT4G31170
ostta08g00830	AT1G10760
ostta08g00840	AT3G45300
ostta08g00850	AT5G60790
ostta08g00860	AT5G14760
ostta08g00865	AT4G36020
ostta08g00870	AT3G61480
ostta08g00880	AT3G48710
ostta08g00900	AT3G44050
ostta08g00920	AT2G19560
ostta08g00930	AT5G58330
ostta08g00940	AT5G13710
ostta08g00960	AT3G17668
ostta08g00980	AT5G35360
ostta08g01000	AT5G67220
ostta08g01030	AT1G02160
ostta08g01040	AT5G14460
ostta08g01050	AT4G13750
ostta08g01070	AT1G26170
ostta08g01080	AT1G65540
ostta08g01100	AT3G51820
ostta08g01110	AT1G67320
ostta08g01130	AT5G07840
ostta08g01140	AT1G77490
ostta08g01150	AT1G30810
ostta08g01180	AT4G34350
ostta08g01190	AT3G06480
ostta08g01200	AT5G62270
ostta08g01210	AT5G41150
ostta08g01220	AT1G24610
ostta08g01250	AT4G17070
ostta08g01270	AT2G34970
ostta08g01280	AT2G17930
ostta08g01290	AT2G40116
ostta08g01300	AT2G21530
ostta08g01310	AT5G26570
ostta08g01320	AT3G02690
ostta08g01340	AT5G54910
ostta08g01350	AT2G35720
ostta08g01360	AT3G33520
ostta08g01380	AT4G38350
ostta08g01390	AT1G53520
ostta08g01395	AT4G33865
ostta08g01400	AT5G16750
ostta08g01420	AT4G40000
ostta08g01430	AT3G13882
ostta08g01470	AT4G24880
ostta08g01480	AT5G10910
ostta08g01490	AT3G47650
ostta08g01500	AT3G05345
ostta08g01510	AT5G35690
ostta08g01530	AT4G38020
ostta08g01540	AT5G54290
ostta08g01550	AT1G56590
ostta08g01560	AT1G31800
ostta08g01570	AT4G10960
ostta08g01580	AT5G40530
ostta08g01610	AT5G64300
ostta08g01640	AT5G65950
ostta08g01650	AT2G17265
ostta08g01660	AT1G06240
ostta08g01670	AT2G20330
ostta08g01680	AT3G27310
ostta08g01690	AT2G18220
ostta08g01700	AT5G54880
ostta08g01730	AT3G52440
ostta08g01740	AT4G26300
ostta08g01750	AT3G52590
ostta08g01760	AT3G58580
ostta08g01780	AT2G02765
ostta08g01800	AT5G20850
ostta08g01810	AT3G26580
ostta08g01820	AT3G50100
ostta08g01830	AT5G44710
ostta08g01840	AT5G55160
ostta08g01850	AT1G17760
ostta08g01860	AT4G35520
ostta08g01880	AT5G58620
ostta08g01890	AT3G63490
ostta08g01895	AT5G08340
ostta08g01900	AT3G10180
ostta08g01910	AT3G20670
ostta08g01920	AT2G28720
ostta08g01930	AT2G27460
ostta08g01940	AT3G54610
ostta08g01950	AT1G05830
ostta08g01960	AT3G29180
ostta08g01970	AT2G31890
ostta08g02000	AT5G23395
ostta08g02010	AT5G27470
ostta08g02040	AT5G61140
ostta08g02050	AT1G76700
ostta08g02070	AT3G19900
ostta08g02080	AT1G18260
ostta08g02100	AT3G59780
ostta08g02110	AT1G28760
ostta08g02120	AT4G15900
ostta08g02130	AT2G03430
ostta08g02170	AT4G31420
ostta08g02180	AT1G52980
ostta08g02190	AT2G38470
ostta08g02200	AT2G47840
ostta08g02210	AT2G19770
ostta08g02230	AT5G55280
ostta08g02240	AT5G65780
ostta08g02250	AT3G08640
ostta08g02260	AT3G56570
ostta08g02290	AT5G26680
ostta08g02300	AT1G65410
ostta08g02360	AT5G36790
ostta08g02370	AT2G26430
ostta08g02380	AT2G26280
ostta08g02410	AT1G27752
ostta08g02420	AT1G14300
ostta08g02430	AT1G20330
ostta08g02440	AT5G17710
ostta08g02450	AT3G20870
ostta08g02460	AT5G12350
ostta08g02470	AT3G08590
ostta08g02480	AT1G19570
ostta08g02490	AT5G58030
ostta08g02510	AT1G29900
ostta08g02540	AT2G44200
ostta08g02550	AT1G06040
ostta08g02560	AT2G15900
ostta08g02570	AT5G45130
ostta08g02580	AT1G26665
ostta08g02590	AT3G51520
ostta08g02600	AT5G20890
ostta08g02630	AT3G04520
ostta08g02640	ATCG00490
ostta08g02650	AT5G13570
ostta08g02660	AT4G11280
ostta08g02670	AT3G57680
ostta08g02680	AT2G03870
ostta08g02690	AT2G37500
ostta08g02700	AT2G23470
ostta08g02720	AT5G62420
ostta08g02730	AT3G14110
ostta08g02740	AT1G65260
ostta08g02750	AT2G46900
ostta08g02760	AT5G42270
ostta08g02770	AT1G76050
ostta08g02780	AT4G01100
ostta08g02790	AT3G17040
ostta08g02820	AT5G63840
ostta08g02830	AT5G38640
ostta08g02850	AT5G19500
ostta08g02870	AT3G01920
ostta08g02880	AT3G09850
ostta08g02890	AT2G16710
ostta08g02900	AT4G05190
ostta08g02920	AT1G69370
ostta08g02930	AT2G47420
ostta08g02940	AT3G48160
ostta08g02950	AT3G25150
ostta08g02960	AT4G01150
ostta08g02970	AT3G20870
ostta08g02980	AT1G72050
ostta08g02990	AT2G16940
ostta08g03030	AT1G55350
ostta08g03040	AT4G37670
ostta08g03050	AT1G03030
ostta08g03060	AT2G31530
ostta08g03070	AT5G47010
ostta08g03080	AT1G01760
ostta08g03090	AT1G15420
ostta08g03100	AT3G15120
ostta08g03110	AT5G63880
ostta08g03170	AT3G24080
ostta08g03180	AT1G58440
ostta08g03190	AT5G54750
ostta08g03200	AT3G11560
ostta08g03210	AT3G61540
ostta08g03230	AT3G58570
ostta08g03240	AT1G07070
ostta08g03250	AT1G62730
ostta08g03260	AT1G01320
ostta08g03270	AT3G14075
ostta08g03310	AT5G13010
ostta08g03320	AT3G23660
ostta08g03330	AT4G28070
ostta08g03340	AT1G03600
ostta08g03350	AT5G58110
ostta08g03380	AT5G58000
ostta08g03390	AT5G19840
ostta08g03410	AT5G51880
ostta08g03420	AT4G39380
ostta08g03440	AT3G60500
ostta08g03460	AT5G51080
ostta08g03480	AT5G06580
ostta08g03490	AT4G21210
ostta08g03500	AT5G22060
ostta08g03515	AT5G09310
ostta08g03520	AT4G37040
ostta08g03530	AT1G16970
ostta08g03550	AT5G50810
ostta08g03560	AT3G23470
ostta08g03570	AT3G51090
ostta08g03580	AT4G30720
ostta08g03590	AT3G63510
ostta08g03610	AT4G33760
ostta08g03615	AT3G47980
ostta08g03630	AT5G57240
ostta08g03650	AT3G52640
ostta08g03670	AT3G01540
ostta08g03680	AT5G22110
ostta08g03690	AT1G01760
ostta08g03700	AT4G27080
ostta08g03710	AT1G50010
ostta08g03720	AT5G10910
ostta08g03730	AT1G80710
ostta08g03750	AT5G41950
ostta08g03770	AT5G16715
ostta08g03790	AT5G60100
ostta08g03800	AT5G04440
ostta08g03830	AT5G27395
ostta08g03840	AT4G25550
ostta08g03860	AT5G63840
ostta08g03880	AT1G74150
ostta08g03910	AT2G45310
ostta08g03970	AT1G59540
ostta08g03980	AT5G52840
ostta08g03990	AT3G19210
ostta08g04000	AT2G47840
ostta08g04030	AT3G60820
ostta08g04040	AT4G39080
ostta08g04070	AT3G63520
ostta08g04080	AT3G13200
ostta08g04090	AT2G16600
ostta08g04100	AT1G79610
ostta08g04150	AT3G55280
ostta08g04170	AT5G57390
ostta08g04190	AT3G49660
ostta08g04210	AT5G58370
ostta08g04230	AT5G06060
ostta08g04240	AT1G03430
ostta08g04250	AT3G43590
ostta08g04260	AT4G15570
ostta08g04300	AT2G34460
ostta08g04310	AT1G54570
ostta09g00020	AT1G71020
ostta09g00030	AT1G66950
ostta09g00040	AT1G64520
ostta09g00050	AT1G32350
ostta09g00060	AT5G18520
ostta09g00070	AT5G09920
ostta09g00100	AT3G53520
ostta09g00110	AT5G06290
ostta09g00120	AT2G21170
ostta09g00130	AT1G03905
ostta09g00150	AT1G74520
ostta09g00160	AT1G43670
ostta09g00170	AT5G42390
ostta09g00180	AT3G07930
ostta09g00230	AT4G33470
ostta09g00250	AT4G12760
ostta09g00280	AT2G40190
ostta09g00290	AT5G26880
ostta09g00300	AT5G43050
ostta09g00330	AT1G18180
ostta09g00350	AT4G33470
ostta09g00360	AT1G30580
ostta09g00370	AT1G64600
ostta09g00400	AT2G47390
ostta09g00410	AT2G30280
ostta09g00420	AT3G58130
ostta09g00430	AT3G49660
ostta09g00450	AT5G11510
ostta09g00470	AT2G20560
ostta09g00480	AT5G06440
ostta09g00490	AT1G04940
ostta09g00500	AT4G09010
ostta09g00510	AT3G57870
ostta09g00520	AT3G09090
ostta09g00550	AT2G17695
ostta09g00560	AT5G12430
ostta09g00580	AT5G47030
ostta09g00600	AT2G10940
ostta09g00610	AT2G26810
ostta09g00630	AT5G19490
ostta09g00640	AT4G32660
ostta09g00655	AT4G28820
ostta09g00660	AT2G27900
ostta09g00690	AT2G15790
ostta09g00730	AT1G53540
ostta09g00740	AT1G20920
ostta09g00750	AT2G21270
ostta09g00760	AT5G39710
ostta09g00770	AT5G13550
ostta09g00792	AT2G37690
ostta09g00800	AT4G35780
ostta09g00810	AT4G14350
ostta09g00820	AT1G01860
ostta09g00860	AT4G21110
ostta09g00870	AT1G10510
ostta09g00880	AT2G30920
ostta09g00920	AT3G06310
ostta09g00930	AT4G11160
ostta09g00940	AT3G56160
ostta09g00960	AT5G60600
ostta09g00970	AT3G01120
ostta09g00980	AT1G50450
ostta09g00990	AT1G21690
ostta09g01020	AT2G41020
ostta09g01040	AT1G62740
ostta09g01070	AT2G20580
ostta09g01080	AT4G04640
ostta09g01090	AT4G25720
ostta09g01100	AT3G66658
ostta09g01110	AT5G25265
ostta09g01120	AT5G50250
ostta09g01140	AT3G58530
ostta09g01150	AT5G44800
ostta09g01160	AT2G21860
ostta09g01170	AT5G24270
ostta09g01180	AT4G18930
ostta09g01190	AT2G31890
ostta09g01200	AT4G28470
ostta09g01210	AT3G04820
ostta09g01230	AT1G73990
ostta09g01240	AT4G38350
ostta09g01250	AT4G10030
ostta09g01260	AT4G10030
ostta09g01280	AT5G64813
ostta09g01290	AT1G33270
ostta09g01300	AT3G27670
ostta09g01310	AT3G19210
ostta09g01320	AT5G40710
ostta09g01330	AT5G15680
ostta09g01340	AT3G09310
ostta09g01360	AT3G55610
ostta09g01370	AT3G22480
ostta09g01380	AT4G34870
ostta09g01410	AT1G09740
ostta09g01420	AT4G31230
ostta09g01430	AT5G26110
ostta09g01440	AT3G08010
ostta09g01450	AT5G19130
ostta09g01460	AT3G50790
ostta09g01470	AT1G75060
ostta09g01480	AT1G09760
ostta09g01495	AT3G54130
ostta09g01500	AT4G20150
ostta09g01510	AT5G57660
ostta09g01520	AT3G10350
ostta09g01530	AT4G11150
ostta09g01540	AT4G14385
ostta09g01550	AT2G44970
ostta09g01560	AT5G08550
ostta09g01580	AT2G20830
ostta09g01590	AT1G07890
ostta09g01615	AT3G55100
ostta09g01640	AT5G64610
ostta09g01680	AT3G03330
ostta09g01700	AT1G12470
ostta09g01710	AT4G24730
ostta09g01740	AT1G13820
ostta09g01760	AT1G67660
ostta09g01770	AT4G32820
ostta09g01780	AT5G08610
ostta09g01790	AT5G05980
ostta09g01800	AT3G60800
ostta09g01830	AT2G25870
ostta09g01840	AT4G10180
ostta09g01860	AT4G39280
ostta09g01870	AT1G30620
ostta09g01880	AT5G35735
ostta09g01890	AT1G19230
ostta09g01910	AT3G56960
ostta09g01930	AT1G55090
ostta09g01980	AT3G05150
ostta09g01990	AT5G23575
ostta09g02010	AT1G48420
ostta09g02050	AT4G34580
ostta09g02060	AT5G63540
ostta09g02100	AT1G71750
ostta09g02110	AT4G04950
ostta09g02130	AT3G57330
ostta09g02145	AT1G50670
ostta09g02150	AT2G27170
ostta09g02160	AT5G55760
ostta09g02170	AT4G24820
ostta09g02180	AT4G15520
ostta09g02190	AT2G01830
ostta09g02240	AT1G16240
ostta09g02250	AT1G61010
ostta09g02260	AT2G37420
ostta09g02270	AT1G51740
ostta09g02275	AT5G51140
ostta09g02290	AT3G27640
ostta09g02300	AT4G33470
ostta09g02310	AT3G49200
ostta09g02320	AT5G58290
ostta09g02330	AT3G15680
ostta09g02340	AT4G04670
ostta09g02350	AT2G21730
ostta09g02360	AT2G37250
ostta09g02365	AT2G14860
ostta09g02380	AT1G26220
ostta09g02390	AT2G39445
ostta09g02400	AT2G38670
ostta09g02410	AT5G25450
ostta09g02430	AT3G20475
ostta09g02440	AT2G15290
ostta09g02450	AT3G53030
ostta09g02460	AT2G36305
ostta09g02470	AT4G17760
ostta09g02490	AT1G68760
ostta09g02510	AT5G11230
ostta09g02520	AT1G49970
ostta09g02530	AT3G06470
ostta09g02540	AT3G53130
ostta09g02550	AT5G15200
ostta09g02560	AT1G50590
ostta09g02570	AT5G06410
ostta09g02590	AT3G57050
ostta09g02610	AT3G23810
ostta09g02620	AT2G40660
ostta09g02630	AT5G48840
ostta09g02640	AT5G43670
ostta09g02650	AT5G19080
ostta09g02670	AT4G14160
ostta09g02690	AT3G11750
ostta09g02700	AT5G15640
ostta09g02730	AT3G13180
ostta09g02740	AT5G12370
ostta09g02770	AT2G26200
ostta09g02790	AT3G20540
ostta09g02800	AT5G47010
ostta09g02820	AT2G13100
ostta09g02830	AT2G24640
ostta09g02840	AT2G39740
ostta09g02850	AT5G42270
ostta09g02860	AT1G50250
ostta09g02890	AT1G11020
ostta09g02900	AT5G17610
ostta09g02910	AT2G48070
ostta09g02930	AT2G06990
ostta09g02955	AT5G45390
ostta09g02960	AT4G38640
ostta09g02980	AT5G65620
ostta09g03000	AT5G13050
ostta09g03010	AT2G26200
ostta09g03020	AT2G14750
ostta09g03050	AT2G01440
ostta09g03060	AT2G30200
ostta09g03080	AT4G01940
ostta09g03090	AT5G20350
ostta09g03120	AT2G26000
ostta09g03130	AT5G05210
ostta09g03140	AT5G17410
ostta09g03150	AT3G05590
ostta09g03160	AT5G17520
ostta09g03170	AT3G07670
ostta09g03180	AT1G48830
ostta09g03190	AT5G64840
ostta09g03210	AT5G13640
ostta09g03220	AT4G27030
ostta09g03225	AT2G03430
ostta09g03230	AT2G03120
ostta09g03235	AT5G42560
ostta09g03240	AT2G42810
ostta09g03250	AT1G24620
ostta09g03260	AT1G64350
ostta09g03270	AT1G71150
ostta09g03300	AT3G47420
ostta09g03340	AT3G04480
ostta09g03350	AT3G03500
ostta09g03360	AT2G44950
ostta09g03420	AT3G20200
ostta09g03430	AT4G32272
ostta09g03440	AT4G29960
ostta09g03465	AT3G06720
ostta09g03480	AT3G62000
ostta09g03490	AT5G04870
ostta09g03500	AT5G41790
ostta09g03510	AT4G31120
ostta09g03520	AT5G47860
ostta09g03530	AT3G19210
ostta09g03550	AT4G18810
ostta09g03555	AT2G28560
ostta09g03560	AT4G31390
ostta09g03570	AT5G63420
ostta09g03575	AT1G05350
ostta09g03580	AT5G15810
ostta09g03600	AT4G19710
ostta09g03610	AT4G38380
ostta09g03620	AT1G04420
ostta09g03630	AT5G65720
ostta09g03650	AT5G67170
ostta09g03660	AT2G43770
ostta09g03670	AT1G09070
ostta09g03680	AT5G13030
ostta09g03690	AT1G49140
ostta09g03705	AT5G64610
ostta09g03720	AT4G16210
ostta09g03740	AT4G38090
ostta09g03760	AT3G18480
ostta09g03765	AT4G15530
ostta09g03770	AT5G49890
ostta09g03780	AT2G25070
ostta09g03790	AT2G27220
ostta09g03800	AT2G37290
ostta09g03810	AT4G30220
ostta09g03820	AT5G53400
ostta09g03830	AT2G20190
ostta09g03840	AT4G04210
ostta09g03850	AT5G42950
ostta09g03870	AT5G49910
ostta09g03880	AT4G32700
ostta09g03890	AT2G17520
ostta09g03900	AT1G80810
ostta09g03910	AT4G17510
ostta09g03920	AT1G72030
ostta09g03930	AT1G14030
ostta09g03940	AT2G36060
ostta09g03950	AT5G45130
ostta09g03980	AT2G41770
ostta09g03990	AT3G61610
ostta09g04000	AT5G15700
ostta09g04010	AT1G74050
ostta09g04020	AT1G31870
ostta09g04030	AT3G26070
ostta09g04040	AT5G25400
ostta09g04050	AT1G07880
ostta09g04070	AT1G05210
ostta09g04090	AT5G01780
ostta09g04100	AT1G28490
ostta09g04110	AT3G29010
ostta09g04170	AT1G06730
ostta09g04180	AT5G11710
ostta09g04190	AT3G17850
ostta09g04200	AT4G28030
ostta09g04210	AT5G05710
ostta09g04220	AT4G14770
ostta09g04240	AT1G76100
ostta09g04250	AT5G02250
ostta09g04260	AT2G20980
ostta09g04270	AT1G65080
ostta09g04280	AT1G10520
ostta09g04340	AT5G48570
ostta09g04350	AT1G32750
ostta09g04360	AT3G56490
ostta09g04380	AT3G20650
ostta09g04390	AT1G13870
ostta09g04400	AT2G34860
ostta09g04410	AT5G54500
ostta09g04420	AT3G61470
ostta09g04440	AT5G53470
ostta09g04450	AT4G37680
ostta09g04470	AT5G12320
ostta09g04480	AT1G54380
ostta09g04490	AT4G10790
ostta09g04500	AT4G29170
ostta09g04510	AT1G67840
ostta09g04530	AT3G04710
